ids	Sample	Size	Depth	Biome	Region	Latitude	Longitude	Depth.nominal	Depth.Mixed.Layer	Temperature	Salinity	PO4	NO2NO3	Si	ChlorophyllA	TARA_032_DCM_0.22-1.6_G_C14529078_1_gene362201	TARA_038_DCM_0.22-1.6_G_scaffold121205_2_gene98527	TARA_038_DCM_0.22-1.6_G_scaffold280761_1_gene241415	TARA_041_DCM_0.22-1.6_G_scaffold309979_1_gene293222	TARA_041_DCM_0.22-1.6_G_scaffold48632_1_gene43216	TARA_042_DCM_0.22-1.6_G_scaffold262996_1_gene259636	TARA_064_DCM_0.1-0.22_G_scaffold110164_1_gene107109	TARA_064_DCM_0.22-3_G_scaffold295120_2_gene248839	TARA_064_SRF_0.22-3_G_scaffold157895_1_gene105522	TARA_065_DCM_lt-0.22_G_C5096939_1_gene130925	TARA_066_DCM_0.22-3_G_C6093718_1_gene228890	TARA_066_DCM_0.22-3_G_scaffold67689_1_gene56772	TARA_066_DCM_lt-0.22_G_C3682077_1_gene100206	TARA_066_DCM_lt-0.22_G_C3726495_1_gene127366	TARA_066_DCM_lt-0.22_G_C3732186_1_gene131192	TARA_066_DCM_lt-0.22_G_scaffold39761_1_gene18411	TARA_066_SRF_0.22-3_G_scaffold153372_1_gene123470	TARA_066_SRF_lt-0.22_G_scaffold134741_2_gene112059	TARA_067_SRF_0.22-0.45_G_C17122177_1_gene345973	TARA_067_SRF_0.22-0.45_G_C17322874_1_gene443991	TARA_067_SRF_0.22-0.45_G_scaffold144377_1_gene142735	TARA_067_SRF_0.22-0.45_G_scaffold24579_2_gene21277	TARA_067_SRF_0.22-0.45_G_scaffold66976_1_gene63193	TARA_067_SRF_0.22-0.45_G_scaffold68608_2_gene65086	TARA_067_SRF_0.22-0.45_G_scaffold9433_1_gene8781	TARA_067_SRF_0.22-3_G_scaffold30527_1_gene35755	TARA_067_SRF_0.22-3_G_scaffold35176_1_gene41262	TARA_067_SRF_0.22-3_G_scaffold38709_1_gene45384	TARA_067_SRF_0.45-0.8_G_C12492660_1_gene383784	TARA_067_SRF_0.45-0.8_G_scaffold219644_1_gene229127	TARA_067_SRF_0.45-0.8_G_scaffold277311_1_gene324113	TARA_067_SRF_lt-0.22_G_C2526840_1_gene145192	TARA_067_SRF_lt-0.22_G_scaffold110274_1_gene108132	TARA_067_SRF_lt-0.22_G_scaffold77676_1_gene65551	TARA_078_DCM_0.22-0.45_G_scaffold189671_1_gene148269	TARA_078_SRF_0.22-0.45_G_scaffold145770_1_gene96930	TARA_082_DCM_0.22-3_G_C19456620_1_gene406327	TARA_082_DCM_0.22-3_G_scaffold104031_1_gene99802	TARA_082_DCM_0.22-3_G_scaffold105827_1_gene101588	TARA_082_DCM_0.22-3_G_scaffold109576_1_gene104882	TARA_082_DCM_0.22-3_G_scaffold120588_2_gene114896	TARA_082_DCM_0.22-3_G_scaffold78618_1_gene75306	TARA_082_SRF_0.22-3_G_scaffold160868_1_gene160643	TARA_082_SRF_0.22-3_G_scaffold42092_1_gene40922	TARA_133_DCM_0.22-3_G_C17427904_1_gene437724	TARA_133_DCM_0.22-3_G_C17443804_1_gene444883	TARA_133_DCM_0.22-3_G_C17809978_1_gene613321	TARA_133_SRF_0.22-3_G_C26667649_1_gene944759	TARA_141_SRF_0.22-3_G_scaffold132561_1_gene115124	TARA_141_SRF_0.22-3_G_scaffold252758_1_gene219695	TARA_145_SRF_0.22-3_G_scaffold270121_1_gene276069	TARA_145_SRF_0.22-3_G_scaffold319742_1_gene363655	TARA_146_SRF_0.22-3_G_scaffold210226_1_gene185196	TARA_149_SRF_0.22-3_G_C18390232_1_gene602455	TARA_149_SRF_0.22-3_G_scaffold163273_1_gene140816	TARA_149_SRF_0.22-3_G_scaffold218961_1_gene206753	TARA_149_SRF_0.22-3_G_scaffold218962_1_gene206754	TARA_149_SRF_0.22-3_G_scaffold246964_1_gene263373	TARA_150_SRF_0.22-3_G_C22082902_1_gene583609	TARA_151_DCM_0.22-3_G_C16503246_1_gene624467	TARA_151_DCM_0.22-3_G_scaffold175905_1_gene147338	TARA_151_SRF_0.22-3_G_scaffold307958_1_gene278079	TARA_152_MIX_0.22-3_G_scaffold179581_1_gene152542	TARA_152_MIX_0.22-3_G_scaffold253131_1_gene220687	TARA_155_SRF_0.22-3_G_scaffold233670_1_gene237047	TARA_158_DCM_0.22-3_G_scaffold102364_1_gene84925	TARA_158_DCM_0.22-3_G_scaffold18046_1_gene14691	TARA_158_DCM_0.22-3_G_scaffold206820_1_gene176947	TARA_158_DCM_0.22-3_G_scaffold266207_1_gene272483	TARA_158_MES_0.22-3_G_scaffold181224_1_gene175183	TARA_158_SRF_0.22-3_G_scaffold194498_1_gene182789	TARA_158_SRF_0.22-3_G_scaffold256793_1_gene288753	TARA_158_SRF_lt-0.22_G_scaffold85446_2_gene217165	TARA_168_DCM_0.22-3_G_scaffold166943_1_gene184245	TARA_168_DCM_0.22-3_G_scaffold99293_1_gene106802	TARA_168_DCM_lt-0.22_G_scaffold245246_1_gene407868	TARA_168_IZZ_lt-0.22_G_scaffold280657_1_gene452014	TARA_168_SRF_lt-0.22_G_scaffold53300_1_gene140902	TARA_173_DCM_0.22-3_G_scaffold110203_1_gene118285	TARA_173_DCM_0.22-3_G_scaffold115250_1_gene123507	TARA_173_DCM_0.22-3_G_scaffold127823_1_gene136706	TARA_173_DCM_0.22-3_G_scaffold83603_1_gene90552	TARA_173_DCM_0.22-3_G_scaffold85527_1_gene92626	TARA_173_DCM_0.22-3_G_scaffold85576_1_gene92682	TARA_175_SRF_0.22-3_G_scaffold179748_1_gene214594	TARA_175_SRF_0.22-3_G_scaffold78409_1_gene83052	TARA_180_SRF_0.22-3_G_C7013134_1_gene356550	TARA_180_SRF_0.22-3_G_scaffold53713_1_gene86219	TARA_180_SRF_lt-0.22_G_scaffold82597_2_gene233135	TARA_188_DCM_0.22-3_G_scaffold6854_1_gene7478	TARA_188_DCM_lt-0.22_G_scaffold9244_6_gene34612	TARA_188_SRF_0.22-3_G_scaffold199525_1_gene246819	TARA_189_DCM_0.22-3_G_scaffold155112_1_gene187540	TARA_189_DCM_lt-0.22_G_scaffold6811_1_gene25430	TARA_189_DCM_lt-0.22_G_scaffold6954_3_gene25779	TARA_191_SRF_lt-0.22_G_scaffold196909_1_gene260355	TARA_194_DCM_lt-0.22_G_scaffold15132_1_gene46748	TARA_196_SRF_0.22-3_G_C19385302_1_gene611903	TARA_196_SRF_0.22-3_G_C19417491_1_gene628839	TARA_196_SRF_0.22-3_G_scaffold167694_1_gene185363	TARA_196_SRF_lt-0.22_G_scaffold13817_3_gene40494	TARA_196_SRF_lt-0.22_G_scaffold243857_1_gene356831	TARA_196_SRF_lt-0.22_G_scaffold69860_1_gene154027	TARA_201_SRF_0.22-3_G_scaffold259208_1_gene330152	TARA_201_SRF_0.22-3_G_scaffold266223_1_gene353135	TARA_205_SRF_0.22-3_G_C10834577_1_gene379211	TARA_205_SRF_0.22-3_G_scaffold19860_1_gene24432	TARA_206_SRF_lt-0.22_G_scaffold1112_3_gene5143	TARA_206_SRF_lt-0.22_G_scaffold67020_2_gene178808	TARA_208_SRF_0.22-3_G_C17804651_1_gene477260	TARA_208_SRF_0.22-3_G_scaffold180075_1_gene217350	TARA_208_SRF_0.22-3_G_scaffold190124_1_gene237696	TARA_209_SRF_lt-0.22_G_scaffold95791_3_gene212186	TARA_210_MES_lt-0.22_G_scaffold34478_2_gene115714	TARA_210_SRF_lt-0.22_G_scaffold9078_2_gene48755
TARA_038_SRF_0.22-1.6_G	TARA_038_SRF	Pico	SRF	Trades	IO	19.0393	64.4913	5	20	26.313595	36.618044	0.337	0.4195	1.278	0.113641	0.108894938026435	1.41076012248396	0.0695344848882523	0.0239263779163416	0.257475769632679	0.279761965055143	0.129967610032833	0.0121810947403647	0	0.0536608634299302	0.381863003772774	0	0	0.061736049325859	0	0	0	0.018151002928792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149671715215462	0.0179990988490092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0850046327269847	0	0.0131081731736464	0.0448882076865212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_038_SRF_lt-0.22_G	TARA_038_SRF	Virome	SRF	Trades	IO	19.0393	64.4913	5	20	26.313595	36.618044	0.337	0.4195	1.278	0.113641	0.0324285641891019	0.112800800811872	0.0323023646485224	0	0	0.0240164176404377	0.137592639930788	0	0	0.0209231669811325	0.105302754269612	0	0	0	0	0	0	0.0254017518949928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204509550775716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124935471167336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_039_DCM_0.22-1.6_G	TARA_039_DCM	Pico	DCM	Trades	IO	18.5745	66.4895	25	26	26.692435	36.40162	0.2465	0.0675	1.2415	0.196803	0.210428857499771	0.566282899314216	0.230280571627728	0.135867386590789	0.985282770739718	0.437046201952195	0.222850667265545	0.0546327829762365	0.0254731876645072	0.0714224432513002	0.151219045215772	0	0	0.171102647827542	0	0	0.0672620171017301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0332291475589504	0.0346818988143128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104916014934951	0	0	0	0.0506486591778054	0.0681127209403166	0.0395891214498565	0.0294502521989272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_039_DCM_lt-0.22_G	TARA_039_DCM	Virome	DCM	Trades	IO	18.5745	66.4895	25	26	26.692435	36.40162	0.2465	0.0675	1.2415	0.196803	0	0.0420915377833217	0.0168325110528142	0	0	0	0.108811363326045	0	0	0.141500200922209	0.149219459031812	0	0	0.170824046672456	0	0	0.177986363289606	0.0119728920003003	0	0	0	0	0.0143593374101168	0	0	0	0	0.0615736430257426	0	0	0	0	0	0	0	0.0865457857914018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167517439982684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_039_SRF_0.1-0.22_G	TARA_039_SRF	Virome	SRF	Trades	IO	18.5918	66.622	5	28	27.089113	36.310588	0.2335	0.0425	1.515	0.115273	0	0.104213806719297	0.185929151442356	0	0	0.240438215450229	0.324324647570125	0	0.332025523960057	0.36114964428835	0	0	0	0.352859648751187	0	0	0	0.223969295285777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0620913460460774	0.370387317578042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0676354507184844	0	0.165570817055631	0	0.0276038895901438	0	0.0600770814054084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_039_SRF_lt-0.22_G	TARA_039_SRF	Virome	SRF	Trades	IO	18.5918	66.622	5	28	27.089113	36.310588	0.2335	0.0425	1.515	0.115273	0	0	0	0	0	0	0	0	0	0	0.321825626583789	0	0	0.133947312978477	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0830268881133931	0	0	0	0.0445133438048622	0	0	0.106120679794873	0.0323895096542372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_041_DCM_0.22-1.6_G	TARA_041_DCM	Pico	DCM	Trades	IO	14.56	70.0117	70	25	26.317294	36.384231	1.348	15.2	5.774	0.224545	0	6.39667819569962	0	0.3106825556778	0.554736652323678	0.895411209686446	0	0	0	0	0	0.0519312912350622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10030197821284	0	0	0	0	0.0476009153955212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_041_DCM_lt-0.22_G	TARA_041_DCM	Virome	DCM	Trades	IO	14.56	70.0117	70	25	26.317294	36.384231	1.348	15.2	5.774	0.224545	0	0.14221679272851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110083690719939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_041_SRF_0.22-1.6_G	TARA_041_SRF	Pico	SRF	Trades	IO	14.6067	69.9775	5	25	29.151544	36.0499	0.1565	0.057	1.3865	0.092377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_041_SRF_lt-0.22_G	TARA_041_SRF	Virome	SRF	Trades	IO	14.6067	69.9775	5	25	29.151544	36.0499	0.1565	0.057	1.3865	0.092377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_042_DCM_0.22-1.6_G	TARA_042_DCM	Pico	DCM	Trades	IO	5.9994	73.8978	80	32	27.9561	35.044342	0.2505	0.741	2.7335	0.228999	0	4.38660990472216	0	0.111489941558009	0.0597543015863576	0.919185866499485	0	0	0	0	0	0.0386021255383256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13671367744455	0	0	0	0	0.014103718084571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_042_DCM_lt-0.22_G	TARA_042_DCM	Virome	DCM	Trades	IO	5.9994	73.8978	80	32	27.9561	35.044342	0.2505	0.741	2.7335	0.228999	0	0.0879390547748514	0	0	0	0.131354293593037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106390818381271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_042_SRF_0.22-1.6_G	TARA_042_SRF	Pico	SRF	Trades	IO	6.0001	73.8955	5	41	30.12785	34.56775	0.0765	0.022	2.171	0.080016	0	0.145289615448001	0	0	0	0.0367315651598769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384249368362926	0	0	0	0	0.0169965641967422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_042_SRF_lt-0.22_G	TARA_042_SRF	Virome	SRF	Trades	IO	6.0001	73.8955	5	41	30.12785	34.56775	0.0765	0.022	2.171	0.080016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_045_SRF_0.22-1.6_G	TARA_045_SRF	Pico	SRF	Trades	IO	0.0023	71.6311	5	43	30.59345	35.0481	NA	NA	NA	0.058503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_046_SRF_lt-0.22_G	TARA_046_SRF	Virome	SRF	Trades	IO	-0.6625	73.161	5	23	30.12475	35.1113	0.102	0.047	1.947	0.148923	0	0	0	0	0	0.0161546980089898	0	0	0	0	0	0	0	0.0446414351197699	0	0	0.277331868863699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276492486694015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_048_SRF_0.1-0.22_G	TARA_048_SRF	Virome	SRF	Trades	IO	-9.3921	66.4236	5	18	29.818108	34.184183	0.0825	0.07475	2.22425	0.077086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_048_SRF_0.22-1.6_G	TARA_048_SRF	Pico	SRF	Trades	IO	-9.3921	66.4236	5	18	29.818108	34.184183	0.0825	0.07475	2.22425	0.077086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_048_SRF_lt-0.22_G	TARA_048_SRF	Virome	SRF	Trades	IO	-9.3921	66.4236	5	18	29.818108	34.184183	0.0825	0.07475	2.22425	0.077086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_052_DCM_0.22-1.6_G	TARA_052_DCM	Pico	DCM	Trades	IO	-16.9539	54.0073	70	57	26.129767	34.847833	0.159	0.4675	2.824	0.22414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_052_DCM_lt-0.22_G	TARA_052_DCM	Virome	DCM	Trades	IO	-16.9539	54.0073	70	57	26.129767	34.847833	0.159	0.4675	2.824	0.22414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_052_SRF_0.22-1.6_G	TARA_052_SRF	Pico	SRF	Trades	IO	-16.957	53.9852	5	53	27.956483	34.54545	0.119	0	2.666	0.134305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_052_SRF_lt-0.22_G	TARA_052_SRF	Virome	SRF	Trades	IO	-16.957	53.9852	5	53	27.956483	34.54545	0.119	0	2.666	0.134305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_056_SRF_0.22-3_G	TARA_056_SRF	Pico	SRF	Coastal	IO	-15.3424	43.2965	5	82	27.296125	35.0302	0	0	2.812112	0.098701	0	0	0	0	0	0	0.0972097395938736	0	0.0294000122901253	0	0	0	0	0.0632666183227218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161425677504364	0.0108426732997161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_056_SRF_lt-0.22_G	TARA_056_SRF	Virome	SRF	Coastal	IO	-15.3424	43.2965	5	82	27.296125	35.0302	0	0	2.812112	0.098701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869452219078193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_057_SRF_0.22-3_G	TARA_057_SRF	Pico	SRF	Coastal	IO	-17.0248	42.7401	5	17	26.553475	35.124517	NA	NA	NA	0.140592	0.126192692857743	0.0521999844083179	0.110058578741888	0	0	0.0111336874450148	0.796253964903886	0	0.0879730499326928	0.312217766117992	0	0	0	0.349792543864119	0	0	0.153009818515711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391689591127643	0.084363099236836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122819737194354	0.238169247042458	0.0502964503398398	0.0215774035831972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_058_DCM_0.22-3_G	TARA_058_DCM	Pico	DCM	Coastal	IO	-17.3401	42.2821	70	37	24.365844	35.1687	0	2.593819	3.856196	0.204152	0	0.181102381239082	0.01997494102751	0	0	0	0.0935713052836055	0	0.018975559327709	0.0366742266278949	0	0	0	0.0811479901051454	0	0	0.0832051946789506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0472662431730574	0.0407356385614003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0386559610669696	0.0375425643950898	0	0.0664220288616784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_058_DCM_lt-0.22_G	TARA_058_DCM	Virome	DCM	Coastal	IO	-17.3401	42.2821	70	37	24.365844	35.1687	0	2.593819	3.856196	0.204152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142895345572901	0	0	0.275961910762481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_062_SRF_0.22-3_G	TARA_062_SRF	Pico	SRF	Coastal	IO	-22.3369	40.3412	5	71	NA	NA	NA	NA	NA	NA	0	0.0498640928348931	0	0	0	0	0.379567809450055	0	0	0	0	0	0	0.238544615523168	0	0	0.248482689052977	0	0.0652335010327641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12949972786327	0.0668302295384353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161000494066286	0.298595294451879	0.010449188600591	0.0388159668947295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
